filename, num_gunshots, gunshot_location (in seconds), ,,,,,,,,,,,,,,,,,,,,,
51e8f00c-9563-46b7-ab98-430ce0e62493_v3,1,1.655464853,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan0_v1,5,1.75,3.885238095,5.010181406,6.349387755,6.999047619,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan1_v1,5,1.75,3.885238095,5.011292517,6.349342404,6.999002268,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan2_v1,5,1.75,3.885238095,5.011655329,6.349365079,6.999070295,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan3_v1,6,1.75,2.86154195,3.884852608,5.011405896,6.349024943,6.998684807,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan4_v1,5,1.75,3.885555556,5.011768707,6.349387755,6.999024943,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan5_v1,5,1.75,3.885283447,5.01170068,6.349342404,6.999115646,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_chan6_v1,5,1.75,3.88478458,5.010816327,6.349138322,6.998594104,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
524157e1-fb04-46b2-b887-8fcc84c4261a_mean_v1,5,1.75,3.884829932,5.011428571,6.349047619,6.998752834,,,,,,,,,,,,,,,,,,
52d18cda-ccf9-43de-83a7-76bcc72fab6b_v0,6,1.679637188,1.989501134,2.22893424,2.476077098,2.701428571,2.921201814,,,,,,,,,,,,,,,,,
53000525-24f8-4e7b-b96e-0d15d6c1f2c3_v0,5,1.720975057,1.964603175,2.169546485,2.371292517,2.573106576,,,,,,,,,,,,,,,,,,
53bcb695-4358-46b3-9f96-d2d2a07bfb87_v0,2,0.188095238,1.477188209,,,,,,,,,,,,,,,,,,,,,
53bcb695-4358-46b3-9f96-d2d2a07bfb87_v1,6,1.696961451,3.205487528,4.4330839,5.714444444,6.703219955,7.917482993,,,,,,,,,,,,,,,,,
53bcb695-4358-46b3-9f96-d2d2a07bfb87_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan0_v0,1,1.629931973,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan0_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan1_v0,1,1.637460317,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan1_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan2_v1,1,1.727006803,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan3_v0,1,1.746689342,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan3_v1,1,1.723900227,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan4_v0,1,1.746870748,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan4_v1,1,1.7469161,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan5_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_chan6_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
545023ab-9344-4ff1-b0a7-ef5eda73893d_mean_v1,1,1.746825397,,,,,,,,,,,,,,,,,,,,,,
54544c8e-8c46-4069-b485-b7abf7fbab03_v0,12,1.75,1.983650794,2.176507937,2.378276644,2.570657596,2.776394558,2.975918367,3.177505669,3.390589569,3.600612245,3.811496599,4.015600907,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
549ae4a3-3088-47c6-9804-882b81f7f69e_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54b9c8d4-2a8d-4140-8bd8-3946b7284acb_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
54c1f836-9209-4844-80c7-f20f34d0981c_mean_v0,1,1.570385488,,,,,,,,,,,,,,,,,,,,,,
56fe6fed-6bf0-475f-b660-770535298f86_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
56fe6fed-6bf0-475f-b660-770535298f86_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
56fe6fed-6bf0-475f-b660-770535298f86_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
56fe6fed-6bf0-475f-b660-770535298f86_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
56fe6fed-6bf0-475f-b660-770535298f86_v4,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57252ebc-52a3-4c77-8f76-bcfeeba95a53_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
57732423-91a8-4d0f-b623-c9a61731b270_v0,1,1.720748299,,,,,,,,,,,,,,,,,,,,,,
57732423-91a8-4d0f-b623-c9a61731b270_v1,1,1.720884354,,,,,,,,,,,,,,,,,,,,,,
579f58f1-7926-4419-93a8-a767a7d388d4_v1,1,1.730090703,,,,,,,,,,,,,,,,,,,,,,
579f58f1-7926-4419-93a8-a767a7d388d4_v2,2,1.732108844,3.63877551,,,,,,,,,,,,,,,,,,,,,
579f58f1-7926-4419-93a8-a767a7d388d4_v3,2,1.712040816,3.554331066,,,,,,,,,,,,,,,,,,,,,
58ee1a4d-46e5-4f41-89c5-5c773edd876d_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
58ee1a4d-46e5-4f41-89c5-5c773edd876d_v2,2,1.75,3.688163265,,,,,,,,,,,,,,,,,,,,,
58ee1a4d-46e5-4f41-89c5-5c773edd876d_v3,2,1.75,3.566190476,,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan0_v0,3,1.75,2.988956916,3.617596372,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan1_v0,3,1.648163265,2.988798186,3.617573696,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan2_v0,3,1.75,2.988911565,3.617573696,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan3_v0,3,1.75,2.98893424,3.617596372,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan4_v0,3,1.75,2.988911565,3.61845805,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan5_v0,2,1.75,2.988911565,,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_chan6_v0,3,1.75,2.988798186,3.617573696,,,,,,,,,,,,,,,,,,,,
5972ae17-39fc-4813-b384-bb8ece5856f8_mean_v0,3,1.75,2.988911565,3.617664399,,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan0_v0,3,1.75,1.988095238,2.139795918,,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan1_v0,3,1.75,1.988276644,2.13984127,,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan2_v0,4,1.511746032,1.611133787,1.75,1.901655329,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan3_v0,4,1.75,1.848594104,1.988321995,2.139818594,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan4_v0,3,1.511882086,1.75,1.901678005,,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan5_v0,3,1.511904762,1.75,1.901678005,,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_chan6_v0,3,1.511678005,1.75,1.901315193,,,,,,,,,,,,,,,,,,,,
59870dda-c047-4ab0-9016-7a4ffd65f504_mean_v0,3,1.511972789,1.75,1.901768707,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan0_v0,3,1.75,2.474988662,2.986462585,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan1_v0,3,1.75,2.476530612,2.988321995,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan2_v0,3,1.75,2.477210884,2.987052154,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan3_v0,3,1.75,2.475442177,2.987052154,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan4_v0,3,1.75,2.477210884,2.986984127,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan5_v0,3,1.75,2.477528345,2.986553288,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan6_v0,3,1.75,2.476712018,2.988526077,,,,,,,,,,,,,,,,,,,,
5ac8c241-4728-4ba2-a6ce-8cda24399cca_mean_v0,3,1.75,2.477142857,2.986848073,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan0_v0,2,1.75,3.629229025,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan1_v0,2,1.75,3.630272109,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan2_v0,2,1.75,3.629977324,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan3_v0,2,1.75,3.62952381,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan4_v0,2,1.75,3.629546485,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan5_v0,2,1.75,3.63,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_chan6_v0,2,1.75,3.629501134,,,,,,,,,,,,,,,,,,,,,
5b4f210f-8dab-4ec7-9ae1-8f786c21b4a1_mean_v0,2,1.75,3.630068027,,,,,,,,,,,,,,,,,,,,,
5b8f44e7-f96c-4d55-b993-7960e747a9a5_v0,6,1.519773243,1.75,1.963605442,2.195396825,2.413015873,2.629637188,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan0_v0,5,1.75,1.977823129,2.166122449,2.351428571,2.536961451,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan1_v0,5,1.75,1.977845805,2.166145125,2.351451247,2.536938776,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan2_v0,5,1.75,1.977823129,2.166099773,2.351405896,2.536938776,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan3_v0,5,1.75,1.977913832,2.166235828,2.351496599,2.536961451,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan4_v0,5,1.75,1.977868481,2.1661678,2.351496599,2.537052154,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan5_v0,5,1.75,1.977823129,2.1661678,2.351428571,2.536961451,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_chan6_v0,5,1.75,1.977823129,2.166145125,2.351451247,2.536961451,,,,,,,,,,,,,,,,,,
5bc4497c-5bcd-4114-9879-e16d05b30027_mean_v0,5,1.75,1.977845805,2.166145125,2.351496599,2.536961451,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan0_v0,1,1.648208617,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan1_v0,1,1.647823129,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan2_v0,1,1.648548753,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan3_v0,1,1.646689342,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan4_v0,1,1.647845805,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan5_v0,1,1.647868481,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_chan6_v0,1,1.647891156,,,,,,,,,,,,,,,,,,,,,,
5c46db15-509e-43fe-8fde-038b055eb91c_mean_v0,1,1.648163265,,,,,,,,,,,,,,,,,,,,,,
5c736839-9b86-4e13-94e2-f41b1f9b670c_v0,6,1.735034014,2.086780045,2.43276644,2.784535147,3.1261678,3.465079365,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan0_v0,5,1.522176871,1.75,1.935396825,2.120430839,2.309092971,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan1_v0,5,1.75,1.977777778,2.166122449,2.351451247,2.53675737,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan2_v0,5,1.75,1.9530839,2.14154195,2.326734694,2.511972789,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan3_v0,5,1.75,1.978072562,2.166281179,2.351655329,2.53707483,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan4_v0,5,1.522403628,1.75,1.938548753,2.123900227,2.309319728,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan5_v0,5,1.519274376,1.75,1.935396825,2.120408163,2.306145125,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_chan6_v0,5,1.75,1.95537415,2.140770975,2.325782313,2.511519274,,,,,,,,,,,,,,,,,,
5cb2087f-9407-45a7-80aa-9ea7a5df275f_mean_v0,5,1.522222222,1.75,1.93537415,2.123605442,2.309002268,,,,,,,,,,,,,,,,,,
5e4ebcc3-9d66-443d-ac54-2af3394bb59c_v0,12,1.75,1.949251701,2.275283447,2.735873016,2.98984127,3.363038549,3.746530612,4.133809524,4.513605442,4.807210884,5.180498866,5.589977324,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan0_v0,9,0.259501134,1.788684807,3.740090703,4.993287982,5.698594104,6.507142857,7.482312925,7.920975057,9.225396825,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan1_v0,9,0.258571429,1.787755102,3.739297052,4.992426304,5.698480726,6.506145125,7.35106576,7.907165533,9.224875283,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan2_v0,9,0.259433107,1.788662132,3.740068027,4.99324263,5.698526077,6.506643991,7.351360544,7.920884354,9.225328798,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan3_v0,9,0.258390023,1.787709751,3.739160998,4.992290249,5.698412698,6.505963719,7.351088435,7.920045351,9.224716553,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan4_v0,9,0.25877551,1.78877551,3.740226757,4.993378685,5.698662132,6.506281179,7.351428571,7.921020408,9.225079365,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan5_v0,9,0.259546485,1.788798186,3.740204082,4.993378685,5.698684807,6.506281179,7.351519274,7.921088435,9.225804989,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan6_v0,9,0.25845805,1.787823129,3.739206349,4.992494331,5.794535147,6.505963719,7.351111111,7.920997732,9.224920635,,,,,,,,,,,,,,
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_mean_v0,9,0.259478458,1.788639456,3.740068027,4.99324263,5.698571429,6.5061678,7.351133787,7.920952381,9.225442177,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5f196719-60e8-4771-b3a1-62d26c577473_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5fcdf7d8-b642-4b97-98ea-b143930bb0ee_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
5fd692e1-115c-4a3c-bf60-4002dd7797f6_v0,13,1.75,2.015283447,2.555873016,2.930113379,3.224240363,3.603537415,4.096643991,4.719433107,5.253764172,5.893129252,6.633628118,7.282947846,7.63569161,,,,,,,,,,
60532491-4adb-4743-8309-b42f2a8abcd5_v0,3,0.75,1.021269841,1.270498866,,,,,,,,,,,,,,,,,,,,
60532491-4adb-4743-8309-b42f2a8abcd5_v2,3,0.247664399,0.531746032,0.74430839,,,,,,,,,,,,,,,,,,,,
6247aabe-2569-424f-9e7a-11fc0cc26fda_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
62b53733-3fdf-4edf-93b8-e4714e348f90_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
62b53733-3fdf-4edf-93b8-e4714e348f90_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
62b53733-3fdf-4edf-93b8-e4714e348f90_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
62b53733-3fdf-4edf-93b8-e4714e348f90_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
62b53733-3fdf-4edf-93b8-e4714e348f90_v4,1,1.75,,,,,,,,,,,,,,,,,,,,,,
62b53733-3fdf-4edf-93b8-e4714e348f90_v5,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan0_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan0_v2,3,1.75,2.568888889,4.179909297,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan1_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan2_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan2_v2,3,1.75,2.568526077,4.179410431,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan3_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan3_v2,3,1.75,2.568843537,4.179501134,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan4_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan4_v2,2,1.75,2.568503401,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan5_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan5_v2,2,2.568662132,4.179614512,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan6_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan6_v2,2,2.568888889,4.179795918,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_mean_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6320dc5c-a956-40b8-a664-45f1edcf3b3b_mean_v2,3,1.75,2.568480726,4.179546485,,,,,,,,,,,,,,,,,,,,
634b3867-947e-4884-a063-e903a674e36b_v0,1,1.658208617,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan0_v1,3,1.75,2.742108844,3.994263039,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan1_v1,3,1.75,2.742131519,3.994217687,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan2_v1,3,1.621179138,2.613287982,3.86537415,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan3_v1,3,1.75,2.742290249,3.993922902,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan4_v1,3,1.75,2.742199546,3.994353741,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan5_v1,3,1.75,2.742176871,3.994263039,,,,,,,,,,,,,,,,,,,,
6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
